Name,Latest Chapter,Dated Released,depth,download_timeout,download_slot,download_latency,Link,Genre,Status,Rating,img-link
The Witch’S Daily Life,Chapter 6,"May 25,21",2,180.0,manganelo.com,0.25057148933410645,https://manganelo.com/manga/go926024,"Action,Comedy,Fantasy,Romance",Ongoing,4.34,https://avt.mkklcdnv6temp.com/41/b/23-1615735037.jpg
Live Dungeon,Chapter 38: The Start Of The Stampede,"May 25,21",2,180.0,manganelo.com,0.25299763679504395,https://manganelo.com/manga/cn919171,"Action,Adventure,Fantasy,Seinen",Ongoing,4.62,https://avt.mkklcdnv6temp.com/22/l/18-1583497975.jpg
Global Martial Arts,Chapter 87,"May 24,21",2,180.0,manganelo.com,0.4885103702545166,https://manganelo.com/manga/sw922557,"Action,Adventure,Comedy",Ongoing,4.67,https://avt.mkklcdnv6temp.com/48/q/20-1585370582.jpg
Suddenly I'm A Noblewoman,Chapter 12,"May 25,21",2,180.0,manganelo.com,0.24751806259155273,https://manganelo.com/manga/ud921487,"Historical,Romance,Shoujo",Ongoing,4.39,https://avt.mkklcdnv6temp.com/8/d/20-1583501338.jpg
Martial Peak,Chapter 1195: Breaking Spirit Arrays,"May 25,21",2,180.0,manganelo.com,0.3524770736694336,https://manganelo.com/manga/martial_peak,"Action,Adventure,Fantasy,Historical,Martial arts",Ongoing,-351.41,https://avt.mkklcdnv6temp.com/20/b/16-1583494192.jpg
Please Save My Husband,Chapter 34,"May 25,21",2,180.0,manganelo.com,0.255352258682251,https://manganelo.com/manga/xm924961,"Action,Adventure,Comedy,Drama,Fantasy,Romance",Ongoing,4.56,https://avt.mkklcdnv6temp.com/47/k/22-1608696185.jpg
Mejaz Regulus In The World – Webtoon,Chapter 130,"May 25,21",2,180.0,manganelo.com,0.26425719261169434,https://manganelo.com/manga/pz924915,"Fantasy,Romance,Webtoons",Ongoing,4.4,https://avt.mkklcdnv6temp.com/45/o/22-1608089490.jpg
Delicious Blood,Chapter 12,"May 25,21",2,180.0,manganelo.com,0.2583475112915039,https://manganelo.com/manga/ka926544,"Comedy,Romance",Ongoing,4.71,https://avt.mkklcdnv6temp.com/12/m/24-1620706780.jpg
The Princess's Time Travel,Chapter 203,"May 25,21",2,180.0,manganelo.com,0.2509634494781494,https://manganelo.com/manga/ju921090,"Fantasy,Historical,Romance,Shoujo,Webtoons",Ongoing,4.36,https://avt.mkklcdnv6temp.com/43/d/19-1583500750.jpg
"My Lord, The Wolf Queen",Chapter 54,"May 25,21",2,180.0,manganelo.com,0.25281381607055664,https://manganelo.com/manga/pk919233,"Drama,Fantasy,Josei,Mystery,Romance,Webtoons",Ongoing,4.48,https://avt.mkklcdnv6temp.com/24/s/18-1583498054.jpg
Forced To Become The Villain’S Son-In-Law,Chapter 115,"May 25,21",2,180.0,manganelo.com,0.5008134841918945,https://manganelo.com/manga/rg923789,"Action,Adventure,Fantasy",Ongoing,4.53,https://avt.mkklcdnv6temp.com/49/p/21-1597600752.jpg
Everlasting God Of Sword,Chapter 132,"May 24,21",3,180.0,manganelo.com,0.24826455116271973,https://manganelo.com/manga/everlasting_god_of_sword,"Action,Adventure,Fantasy,Martial arts",Ongoing,4.53,https://avt.mkklcdnv6temp.com/17/i/16-1583494096.jpg
Yuanlong,Chapter 178,"May 24,21",3,180.0,manganelo.com,0.25931215286254883,https://manganelo.com/manga/jk922983,"Adventure,Fantasy,Webtoons",Ongoing,4.5,https://avt.mkklcdnv6temp.com/16/h/21-1589944414.jpg
One Sword Reigns Supreme,Chapter 127,"May 24,21",3,180.0,manganelo.com,0.25273728370666504,https://manganelo.com/manga/ni924461,"Action,Adventure,Fantasy",Ongoing,4.54,https://avt.mkklcdnv6temp.com/26/u/22-1602344958.jpg
Saint Cecilia & Pastor Lawrence,Chapter 22 : Cecilia's Troubles,"May 24,21",3,180.0,manganelo.com,0.25131702423095703,https://manganelo.com/manga/wf918124,"Comedy,Fantasy,Romance,Shounen,Slice of life",Ongoing,4.8,https://avt.mkklcdnv6temp.com/34/o/17-1583496498.jpg
The Pampered Regent Of The Richest Woman,Chapter 10,"May 24,21",3,180.0,manganelo.com,0.24913263320922852,https://manganelo.com/manga/si925832,"Drama,Historical,Romance",Ongoing,4.5,https://avt.mkklcdnv6temp.com/33/c/23-1614222742.jpg
Chitra,Chapter 107,"May 24,21",3,180.0,manganelo.com,0.48615479469299316,https://manganelo.com/manga/zc918673,"Comedy,Fantasy,Romance,Shoujo,Supernatural",Ongoing,4.76,https://avt.mkklcdnv6temp.com/4/g/18-1583497244.jpg
The Expensive Ex-Wife Of A Wealthy Family,Chapter 660,"May 25,21",2,180.0,manganelo.com,0.49303269386291504,https://manganelo.com/manga/zs918895,"Drama,Josei,Romance,Smut",Ongoing,3.94,https://avt.mkklcdnv6temp.com/12/b/18-1583497548.jpg
Invincible Xueba System,Chapter 30,"May 24,21",3,180.0,manganelo.com,0.24614524841308594,https://manganelo.com/manga/lb926341,"Action,Fantasy,Martial arts,School life",Ongoing,4.3,https://avt.mkklcdnv6temp.com/4/k/24-1618196835.jpg
The Golden Haired Elementalist,Chapter 63,"May 24,21",3,180.0,manganelo.com,0.24567246437072754,https://manganelo.com/manga/io921991,"Fantasy,Romance",Ongoing,4.78,https://avt.mkklcdnv6temp.com/26/y/20-1583502067.jpg
Young Master Gu’S Model Bride,Chapter 160,"May 24,21",3,180.0,manganelo.com,0.2530534267425537,https://manganelo.com/manga/gf923873,"Romance,Webtoons",Ongoing,2.24,https://avt.mkklcdnv6temp.com/2/x/22-1598169985.jpg
Empress Mother,Chapter 45,"May 24,21",3,180.0,manganelo.com,0.26053428649902344,https://manganelo.com/manga/bp924939,"Drama,Historical,Romance",Ongoing,4.33,https://avt.mkklcdnv6temp.com/46/n/22-1608223351.jpg
Gokushufudou: The Way Of The House Husband,Chapter 72,"May 24,21",3,180.0,manganelo.com,0.27190208435058594,https://manganelo.com/manga/ya23ux2738298723,"Comedy,Seinen",Ongoing,19293.36,https://avt.mkklcdnv6temp.com/15/g/16-1583494021.jpg
Gangnam Dokkaebi,Chapter 35,"May 24,21",3,180.0,manganelo.com,0.2681999206542969,https://manganelo.com/manga/pb922534,"Action,Fantasy,School life,Slice of life,Supernatural,Webtoons",Ongoing,4.57,https://avt.mkklcdnv6temp.com/47/s/20-1585198337.jpg
Empress's Harem,Chapter 198,"May 24,21",3,180.0,manganelo.com,0.2834620475769043,https://manganelo.com/manga/le922040,"Drama,Romance",Ongoing,4.45,https://avt.mkklcdnv6temp.com/28/u/20-1583502135.jpg
Otherworldly Evil Monarch,Chapter 142,"May 24,21",3,180.0,manganelo.com,0.26256370544433594,https://manganelo.com/manga/eg921578,"Action,Adventure,Harem,Webtoons",Ongoing,4.57,https://avt.mkklcdnv6temp.com/11/n/20-1583501478.jpg
Heavenly God Mnemonic,Chapter 136,"May 24,21",3,180.0,manganelo.com,0.2692282199859619,https://manganelo.com/manga/so921510,"Fantasy,Martial arts,Webtoons",Ongoing,4.48,https://avt.mkklcdnv6temp.com/8/z/20-1583501371.jpg
A Bittersweet Couple,Chapter 32,"May 24,21",3,180.0,manganelo.com,0.2650601863861084,https://manganelo.com/manga/fj924726,"Romance,Shoujo",Ongoing,4.71,https://avt.mkklcdnv6temp.com/37/n/22-1605410916.jpg
Citrus +,Chapter 19: August 3Rd,"May 24,21",3,180.0,manganelo.com,0.4964735507965088,https://manganelo.com/manga/pe918219,"Drama,Romance,School life,Shounen ai,Yuri",Ongoing,4.74,https://avt.mkklcdnv6temp.com/38/c/17-1583496638.jpg
Remake Our Life!,Chapter 19,"May 24,21",3,180.0,manganelo.com,0.47533488273620605,https://manganelo.com/manga/aq917898,"Comedy,Romance,School life,Shounen,Slice of life",Ongoing,4.73,https://avt.mkklcdnv6temp.com/26/a/17-1583496189.jpg
What It Means To Be You?,Chapter 21,"May 24,21",3,180.0,manganelo.com,0.27201151847839355,https://manganelo.com/manga/qw925919,"Drama,Historical,Romance,Shoujo",Ongoing,4.66,https://avt.mkklcdnv6temp.com/36/v/23-1614874019.jpg
Wendy The Florist,Chapter 53,"May 24,21",3,180.0,manganelo.com,0.24836158752441406,https://manganelo.com/manga/qh921864,"Fantasy,Romance,Shoujo,Supernatural,Webtoons,Manhwa",Ongoing,4.58,https://avt.mkklcdnv6temp.com/22/h/20-1583501880.jpg
Gods Reborn,Chapter 38,"May 24,21",3,180.0,manganelo.com,0.25751757621765137,https://manganelo.com/manga/ai923900,"Action,Webtoons",Ongoing,4.73,https://avt.mkklcdnv6temp.com/4/c/22-1598543670.jpg
Gajuu: The Beast,Chapter 19,"May 24,21",3,180.0,manganelo.com,0.24852347373962402,https://manganelo.com/manga/dx924842,"Action,Adventure,Drama,Horror,Mystery,Psychological,Supernatural,Tragedy",Ongoing,4.54,https://avt.mkklcdnv6temp.com/42/m/22-1607140195.jpg
Master’S Flirting With Me Again,Chapter 127,"May 24,21",4,180.0,manganelo.com,0.26517653465270996,https://manganelo.com/manga/xc922535,"Comedy,Romance,Shounen ai,Webtoons,Yaoi",Ongoing,4.1,https://avt.mkklcdnv6temp.com/47/t/20-1585198486.jpg
Nano Machine,Chapter 55,"May 24,21",3,180.0,manganelo.com,0.4863131046295166,https://manganelo.com/manga/iu923224,"Action,Adventure,Fantasy,Martial arts,Webtoons",Ongoing,4.89,https://avt.mkklcdnv6temp.com/26/w/21-1592064874.jpg
The Ultimate Self-Destruction System,Chapter 43,"May 24,21",4,180.0,manganelo.com,0.2507970333099365,https://manganelo.com/manga/af926506,"Action,Ecchi,Martial arts,Psychological,Romance,Seinen,Slice of life",Ongoing,22447.34,https://avt.mkklcdnv6temp.com/10/w/24-1620016344.jpg
I Have A Dragon In My Body,Chapter 355,"May 24,21",3,180.0,manganelo.com,0.2680473327636719,https://manganelo.com/manga/zo921845,"Action,Martial arts,School life",Ongoing,4.29,https://avt.mkklcdnv6temp.com/21/o/20-1583501853.jpg
Supreme Yanluo System,Chapter 80,"May 24,21",4,180.0,manganelo.com,0.25786542892456055,https://manganelo.com/manga/wj923822,"Action,Adventure,Comedy,Ecchi,Martial arts",Ongoing,4.66,https://avt.mkklcdnv6temp.com/50/w/21-1597857403.jpg
Golden Forest,Chapter 12,"May 24,21",4,180.0,manganelo.com,0.2697126865386963,https://manganelo.com/manga/xo925474,"Drama,Fantasy,Romance",Ongoing,4.68,https://avt.mkklcdnv6temp.com/18/l/23-1612283500.jpg
Soushi Souai (Liberum),Chapter 50,"May 24,21",4,180.0,manganelo.com,0.2601771354675293,https://manganelo.com/manga/soushi_souai_liberum,"Romance,School life,Shoujo,Slice of life",Ongoing,4.69,https://avt.mkklcdnv6temp.com/43/q/14-1583491260.jpg
Temple,Chapter 46,"May 24,21",4,180.0,manganelo.com,0.26642370223999023,https://manganelo.com/manga/wa918771,"Comedy,Ecchi,Romance,School life,Slice of life,Supernatural",Ongoing,4.83,https://avt.mkklcdnv6temp.com/7/r/18-1583497381.jpg
The Brocaded Tale Of The Girl Si,Chapter 108,"May 24,21",4,180.0,manganelo.com,0.4897124767303467,https://manganelo.com/manga/fh923830,"Historical,Romance,Webtoons",Ongoing,4.63,https://avt.mkklcdnv6temp.com/1/e/21-1597899601.jpg
Platinum Garden,Chapter 58,"May 24,21",4,180.0,manganelo.com,0.25880932807922363,https://manganelo.com/manga/platinum_garden,"Comedy,Drama,Romance,School life,Shoujo,Supernatural",Ongoing,4.67,https://avt.mkklcdnv6temp.com/49/b/7-1583478138.jpg
Flowers Not In Full Bloom,Chapter 25,"May 24,21",4,180.0,manganelo.com,0.2584996223449707,https://manganelo.com/manga/cw923027,"Romance,Supernatural,Webtoons",Ongoing,4.33,https://avt.mkklcdnv6temp.com/18/h/21-1590325112.jpg
The Devil,Chapter 37,"May 24,21",4,180.0,manganelo.com,0.2540297508239746,https://manganelo.com/manga/ox923652,"Drama,Historical,Romance",Ongoing,4.55,https://avt.mkklcdnv6temp.com/44/c/21-1596515774.jpg
Once More,Chapter 80,"May 24,21",4,180.0,manganelo.com,0.26819729804992676,https://manganelo.com/manga/gz920879,"Comedy,Drama,Romance,School life,Shoujo,Webtoons",Ongoing,4.74,https://avt.mkklcdnv6temp.com/35/d/19-1583500470.jpg
Sweet Plunder,Chapter 20,"May 24,21",4,180.0,manganelo.com,0.27039289474487305,https://manganelo.com/manga/xm922830,"Drama,Romance",,4.39,https://avt.mkklcdnv6temp.com/9/y/21-1588899605.jpg
She May Not Be Cute,Chapter 95,"May 24,21",4,180.0,manganelo.com,0.257016658782959,https://manganelo.com/manga/th918636,"Romance,Slice of life",Ongoing,4.76,https://avt.mkklcdnv6temp.com/2/v/18-1583497184.jpg
Second-To-None Adoration,Chapter 198,"May 24,21",4,180.0,manganelo.com,0.2581660747528076,https://manganelo.com/manga/xr922235,"Adventure,Fantasy,Historical,Romance,Webtoons",Ongoing,4.43,https://avt.mkklcdnv6temp.com/36/g/20-1583502433.jpg
The Boss Shotgun Wedding,Chapter 112,"May 24,21",4,180.0,manganelo.com,0.2524433135986328,https://manganelo.com/manga/zf926111,"Drama,Romance,Shoujo",Ongoing,4.41,https://avt.mkklcdnv6temp.com/44/p/23-1616213009.jpg
Protect My Star,Chapter 40,"May 24,21",4,180.0,manganelo.com,0.2592642307281494,https://manganelo.com/manga/wp925127,"Comedy,Romance",,4.7,https://avt.mkklcdnv6temp.com/4/i/23-1610260999.jpg
Fox Volant Of The Snowy Mountain,Chapter 36,"May 24,21",4,180.0,manganelo.com,0.2797696590423584,https://manganelo.com/manga/ht925335,"Action,Adult,Historical,Tragedy",Ongoing,4.09,https://avt.mkklcdnv6temp.com/12/r/23-1611978590.jpg
The Antagonistic Goddess Attacks,Chapter 71,"May 24,21",4,180.0,manganelo.com,0.27036237716674805,https://manganelo.com/manga/lr923625,"Adventure,Fantasy,Romance",Ongoing,4.73,https://avt.mkklcdnv6temp.com/43/b/21-1596340103.jpg
Sweet Love,Chapter 83,"May 24,21",4,180.0,manganelo.com,0.2666776180267334,https://manganelo.com/manga/ag926515,"Action,Romance",Ongoing,3.53,https://avt.mkklcdnv6temp.com/11/g/24-1620141445.jpg
Let Me Go! You Demon President,Chapter 103,"May 24,21",4,180.0,manganelo.com,0.27324843406677246,https://manganelo.com/manga/jw926522,"Action,Drama,Romance,Shounen,Slice of life",Ongoing,2.3,https://avt.mkklcdnv6temp.com/11/o/24-1620227567.jpg
The Chef Hides His Blessing,Chapter 24,"May 24,21",4,180.0,manganelo.com,0.2617521286010742,https://manganelo.com/manga/rb924024,"Drama,Fantasy,Romance",Ongoing,4.72,https://avt.mkklcdnv6temp.com/9/d/22-1599238716.jpg
The Unbridled Medical Consort,Chapter 68,"May 24,21",4,180.0,manganelo.com,0.2553114891052246,https://manganelo.com/manga/ig926497,"Historical,Josei,Romance",Ongoing,4.62,https://avt.mkklcdnv6temp.com/10/n/24-1619883559.jpg
Virtual World: Close Combat Mage,Chapter 210,"May 24,21",4,180.0,manganelo.com,0.26242637634277344,https://manganelo.com/manga/ln918826,"Action,Adventure,Fantasy,Martial arts,School life",Ongoing,4.57,https://avt.mkklcdnv6temp.com/9/p/18-1583497451.jpg
You Own My All,Chapter 30,"May 24,21",5,180.0,manganelo.com,0.2824375629425049,https://manganelo.com/manga/ls924545,"Historical,Romance,Shounen ai,Yaoi",Ongoing,4.51,https://avt.mkklcdnv6temp.com/30/d/22-1603425304.jpg
Blind Play,Chapter 20 : Season 1 Finale,"May 24,21",5,180.0,manganelo.com,0.26787567138671875,https://manganelo.com/manga/fy926446,"Adult,Mature,Mystery,Psychological,Smut,Tragedy,Webtoons,Yaoi,Manhwa",Ongoing,4.32,https://avt.mkklcdnv6temp.com/8/p/24-1619321449.jpg
Black Winter,Chapter 91,"May 24,21",5,180.0,manganelo.com,0.2768867015838623,https://manganelo.com/manga/ti919479,"Drama,Fantasy,Historical,Romance,Shoujo,Webtoons",Ongoing,4.69,https://avt.mkklcdnv6temp.com/33/o/18-1583498388.jpg
Rainbow Crown,Chapter 56,"May 24,21",5,180.0,manganelo.com,0.24277758598327637,https://manganelo.com/manga/au925070,"Drama,Historical,Romance,Shounen ai",Ongoing,4.45,https://avt.mkklcdnv6temp.com/1/x/22-1609865092.jpg
Mojito,Chapter 71,"May 24,21",5,180.0,manganelo.com,0.2702338695526123,https://manganelo.com/manga/yq920839,"Drama,Romance,Webtoons,Yuri",Ongoing,4.36,https://avt.mkklcdnv6temp.com/33/p/19-1583500406.jpg
Dreamland Adventure,Chapter 40,"May 24,21",5,180.0,manganelo.com,0.2526397705078125,https://manganelo.com/manga/is926505,"Action,Adventure,Ecchi,Romance,Shounen,Slice of life",Ongoing,1451.8,https://avt.mkklcdnv6temp.com/10/v/24-1620016001.jpg
The Mermaid Wears A Dress,Chapter 19,"May 24,21",5,180.0,manganelo.com,0.2560698986053467,https://manganelo.com/manga/ae920195,"Comedy,Drama,Fantasy,Romance",Ongoing,4.63,https://avt.mkklcdnv6temp.com/9/z/19-1583499471.jpg
Ao Ashi,Chapter 255,"May 24,21",5,180.0,manganelo.com,0.2693474292755127,https://manganelo.com/manga/pt917865,"School life,Seinen,Sports",Ongoing,4.72,https://avt.mkklcdnv6temp.com/24/t/17-1583496145.jpg
I’M The Male Lead’S Girl Friend,Chapter 28,"May 24,21",5,180.0,manganelo.com,0.25749921798706055,https://manganelo.com/manga/lv923874,"Shoujo,Webtoons",Ongoing,4.63,https://avt.mkklcdnv6temp.com/2/y/22-1598170204.jpg
"So Pure, So Flirtatious ( Very Pure )",Chapter 321,"May 24,21",4,180.0,manganelo.com,0.4955434799194336,https://manganelo.com/manga/fm924257,"Comedy,Ecchi,Harem,Romance,School life",Ongoing,4.17,https://avt.mkklcdnv6temp.com/18/h/22-1600597104.jpg
Please Take Care Of Me In This Life As Well,Chapter 45,"May 24,21",5,180.0,manganelo.com,0.24920868873596191,https://manganelo.com/manga/cn923243,"Romance,Slice of life,Webtoons",,4.85,https://avt.mkklcdnv6temp.com/27/r/21-1592234395.jpg
Trump,Chapter 309,"May 24,21",5,180.0,manganelo.com,0.25633978843688965,https://manganelo.com/manga/trump,"Adventure,Drama,Fantasy,Mystery,School life,Supernatural,Webtoons,Manhwa",Ongoing,4.17,https://avt.mkklcdnv6temp.com/19/j/1-1583464455.jpg
Song Of The Night Walkers,Chapter 60,"May 24,21",5,180.0,manganelo.com,0.26421618461608887,https://manganelo.com/manga/ge920347,"Comedy,Psychological,Romance,Shounen,Slice of life,Supernatural",Ongoing,4.77,https://avt.mkklcdnv6temp.com/15/k/19-1583499686.jpg
His Majesty Doesn't Want To Be Too Bossy,Chapter 17,"May 24,21",5,180.0,manganelo.com,0.26510119438171387,https://manganelo.com/manga/aj921684,"Comedy,Historical,Romance",Ongoing,4.43,https://avt.mkklcdnv6temp.com/15/l/20-1583501623.jpg
The Negative Hero And The Chief Of The Demon Army,Chapter 19,"May 24,21",5,180.0,manganelo.com,0.2524712085723877,https://manganelo.com/manga/jl918483,"Adventure,Comedy,Drama,Fantasy,Slice of life",Ongoing,4.83,https://avt.mkklcdnv6temp.com/47/l/17-1583496975.jpg
Almighty Master,Chapter 148,"May 24,21",5,180.0,manganelo.com,0.2602498531341553,https://manganelo.com/manga/rx922672,"Action,Comedy",Ongoing,4.48,https://avt.mkklcdnv6temp.com/3/c/21-1587009692.jpg
Return Of Immortal Emperor,Chapter 200,"May 24,21",5,180.0,manganelo.com,0.2633209228515625,https://manganelo.com/manga/fe921218,"Action,Adventure,Fantasy,Shounen,Webtoons",Ongoing,4.5,https://avt.mkklcdnv6temp.com/47/y/19-1583500918.jpg
Wind Breaker,Chapter 335,"May 24,21",5,180.0,manganelo.com,0.26624560356140137,https://manganelo.com/manga/wind_breaker,"Comedy,Drama,Romance,Sports,Tragedy,Webtoons,Manhwa",Ongoing,4.55,https://avt.mkklcdnv6temp.com/19/y/1-1583464482.jpg
Kubera,Chapter 470,"May 24,21",5,180.0,manganelo.com,0.28627562522888184,https://manganelo.com/manga/kubera,"Action,Adventure,Comedy,Drama,Fantasy,Mystery,Romance,Shounen,Webtoons",Ongoing,4.24,https://avt.mkklcdnv6temp.com/8/l/1-1583464000.jpg
The Story Of An Onee-San Who Wants To Keep A High School Boy,Chapter 221,"May 24,21",5,180.0,manganelo.com,0.27946019172668457,https://manganelo.com/manga/the_story_of_an_oneesan_who_wants_to_keep_a_high_school_boy,"Comedy,Shounen",Ongoing,4.47,https://avt.mkklcdnv6temp.com/24/t/16-1583494356.jpg
Kinks In Development,Chapter 50,"May 24,21",5,180.0,manganelo.com,0.25691723823547363,https://manganelo.com/manga/sh926141,"Adult,Drama,Martial arts,Mature,Romance,Smut,Webtoons,Yaoi,Manhwa",Ongoing,3.59,https://avt.mkklcdnv6temp.com/45/x/23-1617013474.jpg
I’M A Martial Art Villainess But I’M The Strongest!,Chapter 41,"May 24,21",5,180.0,manganelo.com,0.2575962543487549,https://manganelo.com/manga/xf925078,"Action,Drama,Fantasy,Historical,Romance",Ongoing,4.84,https://avt.mkklcdnv6temp.com/2/i/23-1609912047.jpg
Embrace My Shadow,Chapter 203,"May 24,21",5,180.0,manganelo.com,0.25154948234558105,https://manganelo.com/manga/mw924899,"Romance,Shoujo",Ongoing,4.39,https://avt.mkklcdnv6temp.com/44/y/22-1607663631.jpg
Romance In The Old Bookstore,Chapter 51,"May 24,21",5,180.0,manganelo.com,0.2701880931854248,https://manganelo.com/manga/ph922845,"Drama,Romance",Ongoing,4.6,https://avt.mkklcdnv6temp.com/10/n/21-1589042474.jpg
My Observational Diary Of Elena Evoy,Chapter 20,"May 24,21",5,180.0,manganelo.com,0.2591512203216553,https://manganelo.com/manga/av925382,"Fantasy,Romance",Ongoing,4.63,https://avt.mkklcdnv6temp.com/14/s/23-1612104984.jpg
Super Cube,Chapter 93,"May 24,21",6,180.0,manganelo.com,0.25954771041870117,https://manganelo.com/manga/qr922343,"Action,Adventure,Fantasy",Ongoing,4.58,https://avt.mkklcdnv6temp.com/40/z/20-1583574494.jpg
I’M Berserk To Upgrade,Chapter 30,"May 24,21",6,180.0,manganelo.com,0.2978546619415283,https://manganelo.com/manga/yr925898,"Action,Adventure,Martial arts",Ongoing,4.28,https://avt.mkklcdnv6temp.com/35/z/23-1614615055.jpg
As The Lady Wishes,Chapter 34,"May 24,21",6,180.0,manganelo.com,0.2589993476867676,https://manganelo.com/manga/bc924556,"Romance,Webtoons",Ongoing,4.66,https://avt.mkklcdnv6temp.com/30/o/22-1603448292.jpg
Elqueeness,Chapter 109,"May 24,21",6,180.0,manganelo.com,0.24288153648376465,https://manganelo.com/manga/hk921403,"Adventure,Fantasy,Slice of life",Ongoing,4.67,https://avt.mkklcdnv6temp.com/4/z/20-1583501190.jpg
Sword Or Blood,Chapter 36,"May 24,21",6,180.0,manganelo.com,0.26271939277648926,https://manganelo.com/manga/gv926574,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Martial arts,Mature,Psychological,Romance,Supernatural",Ongoing,3.83,https://avt.mkklcdnv6temp.com/13/u/24-1621486397.jpg
Martial Inverse,Chapter 142,"May 24,21",6,180.0,manganelo.com,0.25655174255371094,https://manganelo.com/manga/martial_inverse,"Action,Adventure,Fantasy",Ongoing,4.6,https://avt.mkklcdnv6temp.com/33/s/21-1593878488.jpg
"Fiery Boss, Control Yourself!",Chapter 78,"May 24,21",6,180.0,manganelo.com,0.25111961364746094,https://manganelo.com/manga/wu924549,"Drama,Romance,Webtoons",Ongoing,4.08,https://avt.mkklcdnv6temp.com/30/h/22-1603442747.jpg
Wu Dong Qian Kun,Chapter 120,"May 24,21",6,180.0,manganelo.com,0.26659417152404785,https://manganelo.com/manga/wu_dong_qian_kun,"Action,Adventure,Fantasy,Martial arts,Shounen,Supernatural",Ongoing,4.7,https://avt.mkklcdnv6temp.com/28/s/1-1583464818.jpg
Son-In-Law Above Them All,Chapter 46,"May 24,21",6,180.0,manganelo.com,0.2936398983001709,https://manganelo.com/manga/hb924825,"Fantasy,Romance",Ongoing,4.36,https://avt.mkklcdnv6temp.com/41/v/22-1607099073.jpg
Genius Doctor Lee Moo-Jin,Chapter 37,"May 24,21",6,180.0,manganelo.com,0.48508620262145996,https://manganelo.com/manga/rx926238,"Action,Adventure,Comedy,Drama,Fantasy",Ongoing,4.65,https://avt.mkklcdnv6temp.com/50/c/23-1617375541.jpg
